GH_elevationAngle_elevationFrontal_19.csv,-1
GH_elevationAngle_elevationFrontal_15.csv,-1
GH_elevationAngle_elevationSagittal_16.csv,-1
GH_elevationAngle_elevationSagittal_2.csv,-1
GH_elevationAngle_elevationFrontal_16.csv,-1
GH_elevationAngle_elevationScapular_9.csv,-1
GH_elevationAngle_elevationScapular_1.csv,-1
GH_elevationAngle_rotation90Abd_12.csv,-1
GH_elevationAngle_elevationScapular_16.csv,-1
GH_elevationAngle_rotation90Abd_9.csv,-1
GH_elevationAngle_elevationFrontal_12.csv,-1
GH_elevationAngle_elevationFrontal_14.csv,-1
GH_elevationAngle_elevationSagittal_17.csv,-1
GH_elevationAngle_elevationScapular_8.csv,-1
GH_elevationAngle_rotation90Abd_19.csv,-1
GH_elevationAngle_rotation0Abd_2.csv,-1
GH_elevationAngle_rotation0Abd_19.csv,-1
GH_elevationAngle_elevationScapular_15.csv,-1
GH_elevationAngle_elevationFrontal_10.csv,-1
GH_elevationAngle_rotation0Abd_8.csv,-1
GH_elevationAngle_rotation0Abd_6.csv,-1
GH_elevationAngle_rotation90Abd_17.csv,-1
GH_elevationAngle_rotation0Abd_12.csv,-1
GH_elevationAngle_rotation90Abd_6.csv,-1
GH_elevationAngle_rotation90Abd_8.csv,-1
GH_elevationAngle_elevationSagittal_10.csv,-1
GH_elevationAngle_rotation0Abd_20.csv,-1
GH_elevationAngle_elevationFrontal_20.csv,-1
GH_elevationAngle_elevationScapular_2.csv,-1
GH_elevationAngle_rotation90Abd_1.csv,-1
GH_elevationAngle_rotation90Abd_14.csv,-1
GH_elevationAngle_rotation0Abd_4.csv,-1
GH_elevationAngle_elevationScapular_4.csv,-1
GH_elevationAngle_elevationScapular_5.csv,-1
GH_elevationAngle_rotation90Abd_16.csv,-1
GH_elevationAngle_elevationFrontal_13.csv,-1
GH_elevationAngle_elevationSagittal_3.csv,-1
GH_elevationAngle_elevationScapular_18.csv,-1
GH_elevationAngle_rotation90Abd_15.csv,-1
GH_elevationAngle_rotation0Abd_7.csv,-1
GH_elevationAngle_elevationSagittal_18.csv,-1
GH_elevationAngle_elevationSagittal_12.csv,-1
GH_elevationAngle_elevationFrontal_11.csv,-1
GH_elevationAngle_rotation90Abd_2.csv,-1
